customer_id,gender,senior_citizen,partner,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST02747,Female,0,No,27,Month-to-month,Fiber optic,No,No,No,Electronic check,35.32,885.05,No
CUST02748,Male,0,No,7,Two year,DSL,No,Yes,No,Electronic check,52.8,356.67,No
CUST02749,Male,0,Yes,21,One year,Fiber optic,No,Yes,Yes,Bank transfer,69.56,1331.88,No
CUST02750,Female,0,Yes,3,Month-to-month,DSL,No,No,No,Credit card,59.69,161.34,No
CUST02751,Male,0,No,23,One year,DSL,No,Yes,Yes,Bank transfer,71.26,1588.94,No
CUST02752,Male,1,Yes,2,Month-to-month,DSL,No,No,No,Electronic check,82.01,159.36,No
CUST02753,Male,0,No,11,Month-to-month,DSL,No internet service,Yes,No,Bank transfer,36.05,381.57,No
CUST02754,Male,0,Yes,5,Two year,Fiber optic,No,Yes,Yes,Bank transfer,63.39,293.46,Yes
CUST02755,Male,1,No,27,Month-to-month,No,Yes,No,No,Bank transfer,18.0,482.47,No
CUST02756,Male,0,No,6,Month-to-month,Fiber optic,No internet service,No,Yes,Electronic check,71.18,421.77,Yes
CUST02757,Male,1,Yes,42,Two year,No,No internet service,Yes,Yes,Bank transfer,57.48,2297.2,No
CUST02758,Male,0,No,44,One year,DSL,No internet service,Yes,Yes,Mailed check,40.41,1776.11,No
CUST02759,Female,0,Yes,4,Month-to-month,DSL,No internet service,No,Yes,Electronic check,72.89,271.11,Yes
CUST02760,Female,0,Yes,19,Month-to-month,DSL,No,No,Yes,Mailed check,94.32,1700.89,No
CUST02761,Male,0,Yes,1,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,53.1,52.72,No
CUST02762,Male,1,No,9,One year,Fiber optic,No,Yes,Yes,Electronic check,41.38,352.39,No
CUST02763,Male,1,Yes,24,Month-to-month,Fiber optic,No,No internet service,Yes,Credit card,69.13,1571.35,Yes
CUST02764,Male,1,Yes,21,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,31.61,602.7,Yes
CUST02765,Male,1,No,19,Two year,Fiber optic,Yes,No,No,Bank transfer,48.49,848.65,No
CUST02766,Male,1,Yes,6,Month-to-month,Fiber optic,No,Yes,No,Electronic check,95.56,525.08,No
CUST02767,Female,0,Yes,9,Month-to-month,No,No,Yes,No,Electronic check,66.55,572.91,No
CUST02768,Female,0,Yes,2,Month-to-month,DSL,No,No,Yes,Bank transfer,18.01,33.57,No
CUST02769,Female,0,Yes,25,One year,Fiber optic,No,Yes,No,Bank transfer,20.08,455.67,No
CUST02770,Male,0,Yes,14,Month-to-month,Fiber optic,No internet service,Yes,Yes,Credit card,69.05,919.33,No
CUST02771,Male,0,Yes,24,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,86.56,2008.72,No
CUST02772,Male,1,Yes,5,Two year,DSL,No internet service,No,Yes,Bank transfer,24.56,119.56,Yes
CUST02773,Female,0,Yes,7,Month-to-month,Fiber optic,No,No,Yes,Credit card,76.24,525.01,No
CUST02774,Female,0,Yes,8,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,98.26,745.36,No
CUST02775,Female,0,No,0,Month-to-month,Fiber optic,Yes,No,No,Electronic check,112.2,0.0,Yes
CUST02776,Male,0,No,8,Month-to-month,DSL,No,No,No,Electronic check,73.28,567.72,Yes
CUST02777,Female,1,Yes,32,Month-to-month,No,Yes,No internet service,No,Mailed check,77.67,2240.22,No
CUST02778,Female,0,No,45,Month-to-month,Fiber optic,No internet service,No,No,Bank transfer,18.0,780.32,No
CUST02779,Female,1,No,14,Month-to-month,Fiber optic,No,No,No,Electronic check,117.49,1547.1,No
CUST02780,Female,0,No,12,Month-to-month,Fiber optic,No internet service,Yes,Yes,Electronic check,50.61,574.09,Yes
CUST02781,Male,0,Yes,0,Two year,No,No,No internet service,No,Electronic check,41.66,0.0,Yes
CUST02782,Male,1,No,42,Two year,DSL,No,Yes,No,Bank transfer,58.62,2247.17,Yes
CUST02783,Male,0,Yes,0,One year,DSL,Yes,No,Yes,Electronic check,102.79,0.0,No
CUST02784,Female,0,No,57,Two year,Fiber optic,No,No,No,Electronic check,120.0,6366.81,No
CUST02785,Female,0,Yes,13,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,68.14,882.29,Yes
CUST02786,Female,0,Yes,8,Two year,DSL,No,No,No,Bank transfer,89.95,715.54,Yes
CUST02787,Male,0,No,51,Month-to-month,No,No internet service,No,No,Electronic check,66.08,3250.08,No
CUST02788,Male,0,No,0,Two year,Fiber optic,No,Yes,No,Bank transfer,39.06,0.0,No
CUST02789,Male,1,No,17,Two year,Fiber optic,No internet service,No,No,Electronic check,101.92,1689.54,No
CUST02790,Male,0,Yes,15,One year,DSL,No,No internet service,No,Credit card,49.45,693.23,No
CUST02791,Female,0,Yes,4,Two year,DSL,No,Yes,Yes,Electronic check,103.39,397.18,No
CUST02792,Female,1,No,11,One year,Fiber optic,No,Yes,Yes,Credit card,97.46,988.47,No
CUST02793,Male,1,No,21,Month-to-month,No,Yes,No,Yes,Credit card,80.35,1634.57,Yes
CUST02794,Female,0,No,25,Month-to-month,Fiber optic,No,No internet service,No,Credit card,110.72,2503.6,Yes
CUST02795,Male,0,No,0,One year,No,No,Yes,Yes,Electronic check,120.0,0.0,Yes
CUST02796,Male,0,Yes,55,Month-to-month,No,Yes,Yes,No,Mailed check,60.62,3195.14,No
CUST02797,Male,0,Yes,3,One year,Fiber optic,No,No,Yes,Electronic check,44.78,121.69,Yes
CUST02798,Male,0,Yes,5,Two year,Fiber optic,No,Yes,No,Credit card,18.39,90.77,No
CUST02799,Male,0,No,6,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,120.0,711.19,No
CUST02800,Male,0,No,0,One year,Fiber optic,No internet service,No internet service,Yes,Credit card,54.01,0.0,Yes
CUST02801,Female,0,Yes,2,Two year,DSL,No,Yes,Yes,Bank transfer,93.38,182.54,No
CUST02802,Male,0,Yes,72,Two year,Fiber optic,No,No,Yes,Mailed check,46.47,3238.08,No
CUST02803,Female,0,Yes,7,Two year,DSL,No,No,Yes,Mailed check,103.46,680.54,Yes
CUST02804,Male,0,Yes,2,Month-to-month,No,No,No internet service,No,Mailed check,47.5,86.8,Yes
CUST02805,Male,0,No,2,Two year,No,Yes,No internet service,Yes,Mailed check,35.21,65.41,Yes
CUST02806,Male,0,Yes,25,One year,DSL,No,No,No,Bank transfer,59.79,1397.15,No
CUST02807,Male,0,No,38,Month-to-month,DSL,No,No,No,Credit card,51.71,1838.84,No
CUST02808,Female,0,No,5,Month-to-month,Fiber optic,No internet service,No,No,Bank transfer,79.91,382.19,No
CUST02809,Male,0,Yes,0,One year,Fiber optic,No,No,Yes,Credit card,63.72,0.0,No
CUST02810,Female,0,Yes,5,Month-to-month,DSL,Yes,Yes,No,Credit card,80.69,370.76,Yes
CUST02811,Male,0,No,1,One year,Fiber optic,No,No internet service,Yes,Mailed check,57.72,56.09,Yes
CUST02812,Male,0,Yes,2,One year,DSL,No,No,Yes,Electronic check,48.37,87.14,Yes
CUST02813,Female,1,No,11,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,50.41,507.35,No
CUST02814,Female,0,No,5,One year,DSL,No internet service,No internet service,Yes,Mailed check,116.12,547.79,Yes
CUST02815,Female,0,Yes,14,One year,DSL,Yes,No,No,Electronic check,70.63,904.68,Yes
CUST02816,Female,0,No,5,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,18.0,89.64,No
CUST02817,Male,0,No,56,Month-to-month,No,Yes,Yes,Yes,Credit card,51.99,2815.39,No
CUST02818,Female,0,Yes,47,Month-to-month,Fiber optic,No,No,Yes,Electronic check,67.42,2989.0,Yes
CUST02819,Female,0,No,16,Month-to-month,Fiber optic,No,No internet service,Yes,Bank transfer,111.13,1620.23,No
CUST02820,Female,0,Yes,8,Two year,DSL,Yes,No internet service,Yes,Credit card,90.72,681.14,Yes
CUST02821,Male,0,No,9,Month-to-month,Fiber optic,No internet service,No,Yes,Bank transfer,41.96,364.45,No
CUST02822,Female,0,No,10,One year,DSL,Yes,No internet service,Yes,Bank transfer,120.0,1196.26,No
CUST02823,Male,0,No,26,Month-to-month,Fiber optic,No,No,No,Bank transfer,64.22,1581.67,Yes
CUST02824,Female,0,Yes,12,Month-to-month,No,Yes,No,No,Mailed check,96.16,1118.43,Yes
CUST02825,Male,0,Yes,38,Two year,DSL,No internet service,No,Yes,Electronic check,36.12,1262.12,No
CUST02826,Female,0,Yes,57,One year,Fiber optic,No,No,No,Credit card,18.0,987.38,No
CUST02827,Female,0,No,8,Month-to-month,DSL,No,No,Yes,Mailed check,29.79,220.19,Yes
CUST02828,Male,1,Yes,16,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,18.0,264.91,Yes
CUST02829,Male,0,No,1,Month-to-month,DSL,No,Yes,Yes,Mailed check,117.8,112.02,Yes
CUST02830,Male,0,Yes,4,Month-to-month,Fiber optic,No,No,No,Electronic check,70.36,259.25,No
CUST02831,Male,0,Yes,10,One year,DSL,No,No internet service,Yes,Credit card,41.88,407.13,No
CUST02832,Female,0,Yes,4,Month-to-month,Fiber optic,No,No internet service,Yes,Credit card,76.32,303.37,No
CUST02833,Female,0,No,41,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Electronic check,69.73,2685.57,Yes
CUST02834,Female,0,No,3,Month-to-month,DSL,Yes,Yes,Yes,Credit card,80.52,225.19,Yes
CUST02835,Female,0,Yes,12,Two year,Fiber optic,No,No,No,Bank transfer,95.24,1048.69,Yes
CUST02836,Female,0,No,18,Two year,No,No,No,No,Mailed check,57.75,976.13,No
CUST02837,Female,0,Yes,23,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,43.0,945.45,No
CUST02838,Female,0,No,9,One year,DSL,Yes,Yes,Yes,Electronic check,85.69,722.85,No
CUST02839,Male,0,No,40,Month-to-month,DSL,Yes,No,Yes,Bank transfer,85.06,3274.16,No
CUST02840,Male,0,Yes,16,Month-to-month,No,No,Yes,Yes,Electronic check,67.52,1043.85,No
CUST02841,Female,0,Yes,11,One year,Fiber optic,No internet service,No internet service,Yes,Mailed check,119.44,1195.31,Yes
CUST02842,Female,0,Yes,1,Two year,Fiber optic,No internet service,No,Yes,Bank transfer,54.05,52.42,No
CUST02843,Male,1,Yes,12,Two year,DSL,Yes,No,No,Credit card,42.5,504.92,No
CUST02844,Female,1,No,34,One year,Fiber optic,Yes,No,Yes,Bank transfer,75.45,2315.5,Yes
CUST02845,Male,1,No,19,Month-to-month,DSL,No,Yes,No,Electronic check,48.13,873.44,Yes
CUST02846,Female,0,No,35,One year,No,No,Yes,No,Credit card,77.39,2601.35,No
CUST02847,Male,0,No,13,Month-to-month,No,No,No,Yes,Bank transfer,44.17,557.55,No
CUST02848,Male,0,Yes,2,One year,DSL,No,No,Yes,Bank transfer,54.99,103.22,No
CUST02849,Male,0,Yes,0,Month-to-month,Fiber optic,No,Yes,No,Electronic check,112.27,0.0,No
CUST02850,Male,0,No,7,One year,DSL,No,No,Yes,Credit card,54.86,366.35,No
CUST02851,Male,0,No,23,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,45.03,974.47,No
CUST02852,Male,0,No,31,Month-to-month,No,No,Yes,No,Bank transfer,94.27,2840.33,No
CUST02853,Male,0,No,7,Two year,Fiber optic,No,Yes,Yes,Credit card,38.72,269.07,No
CUST02854,Male,0,Yes,13,Month-to-month,DSL,No internet service,No,No,Electronic check,47.68,608.19,No
CUST02855,Female,0,Yes,10,Month-to-month,DSL,Yes,No,Yes,Credit card,79.41,788.59,Yes
CUST02856,Male,0,No,10,Month-to-month,No,No,No,No,Mailed check,88.46,819.66,Yes
CUST02857,Male,0,Yes,5,Month-to-month,Fiber optic,No internet service,Yes,No,Electronic check,95.51,435.45,No
CUST02858,Female,0,No,2,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,46.32,88.33,Yes
CUST02859,Female,0,Yes,4,Month-to-month,DSL,No internet service,No,No,Bank transfer,79.9,289.06,Yes
CUST02860,Female,0,Yes,1,Two year,DSL,No,Yes,No,Electronic check,53.35,51.61,No
CUST02861,Female,0,Yes,4,Month-to-month,No,No internet service,Yes,Yes,Electronic check,49.86,184.28,No
CUST02862,Female,0,No,0,Two year,Fiber optic,No,No,No,Electronic check,95.08,0.0,Yes
CUST02863,Female,0,No,19,One year,Fiber optic,Yes,No,Yes,Mailed check,51.26,940.39,No
CUST02864,Male,0,Yes,7,Month-to-month,Fiber optic,No internet service,No,No,Electronic check,71.96,477.68,No
CUST02865,Female,1,No,72,One year,Fiber optic,No internet service,Yes,Yes,Electronic check,68.89,4581.16,No
CUST02866,Female,0,No,4,Month-to-month,DSL,No,No,Yes,Mailed check,38.23,151.09,Yes
CUST02867,Female,0,Yes,8,One year,DSL,No,No,Yes,Credit card,89.15,696.41,No
CUST02868,Female,0,Yes,8,Month-to-month,Fiber optic,No internet service,No,Yes,Bank transfer,79.01,606.86,No
CUST02869,Female,0,Yes,0,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,18.0,0.0,Yes
CUST02870,Male,0,Yes,36,Two year,Fiber optic,No,No,Yes,Credit card,71.94,2438.42,No
CUST02871,Female,0,No,0,Two year,No,Yes,No,Yes,Bank transfer,45.68,0.0,No
CUST02872,Male,0,Yes,56,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,92.43,4741.35,No
CUST02873,Male,0,Yes,44,Month-to-month,DSL,No,No,Yes,Mailed check,28.87,1245.33,No
CUST02874,Male,0,Yes,15,One year,No,No internet service,No,Yes,Mailed check,56.09,789.27,No
CUST02875,Male,0,Yes,15,Month-to-month,Fiber optic,No,No,Yes,Electronic check,74.05,1076.57,Yes
CUST02876,Female,0,No,21,Month-to-month,Fiber optic,No internet service,Yes,No,Mailed check,66.36,1296.0,No
CUST02877,Male,1,Yes,9,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,84.07,741.19,Yes
CUST02878,Female,0,No,20,One year,Fiber optic,No,No,No,Mailed check,27.04,492.41,No
CUST02879,Male,0,Yes,0,Month-to-month,DSL,Yes,No,No,Bank transfer,106.3,0.0,Yes
CUST02880,Female,0,No,1,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,78.13,76.63,Yes
CUST02881,Female,0,No,12,Two year,No,Yes,No,No,Bank transfer,98.99,1147.52,No
CUST02882,Female,0,Yes,15,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,86.86,1263.31,No
CUST02883,Male,1,No,43,Month-to-month,Fiber optic,No,No,Yes,Credit card,64.71,2650.64,Yes
CUST02884,Female,0,Yes,2,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,32.9,62.9,No
CUST02885,Male,0,Yes,34,Two year,DSL,No,No,Yes,Credit card,50.91,1569.25,No
CUST02886,Male,1,Yes,4,Month-to-month,DSL,No internet service,No,Yes,Credit card,104.74,387.57,No
CUST02887,Female,1,Yes,10,Month-to-month,DSL,No,Yes,No,Bank transfer,99.64,968.69,No
CUST02888,Male,0,Yes,7,Two year,No,No internet service,Yes,No,Bank transfer,49.51,344.68,No
CUST02889,Female,0,Yes,10,Two year,Fiber optic,No internet service,Yes,No,Electronic check,18.0,171.75,No
CUST02890,Female,0,Yes,3,Month-to-month,Fiber optic,No,No,Yes,Credit card,59.68,174.13,Yes
CUST02891,Female,0,No,14,One year,Fiber optic,No,No,No,Electronic check,57.81,783.73,No
CUST02892,Male,1,Yes,32,One year,DSL,No,No internet service,No,Bank transfer,58.76,1880.2,No
CUST02893,Female,0,Yes,11,One year,No,Yes,No internet service,Yes,Electronic check,78.21,842.67,No
CUST02894,Female,0,No,13,Month-to-month,Fiber optic,No internet service,No internet service,Yes,Mailed check,86.91,1087.76,Yes
CUST02895,Male,0,Yes,37,Two year,DSL,No,No,Yes,Bank transfer,89.76,3027.25,No
CUST02896,Male,0,Yes,24,Month-to-month,Fiber optic,Yes,No internet service,Yes,Credit card,76.14,1710.9,Yes
CUST02897,Male,0,Yes,13,Month-to-month,No,No,Yes,No,Mailed check,19.98,240.28,No
CUST02898,Male,0,No,5,Month-to-month,No,No,No,No,Credit card,56.47,278.22,Yes
CUST02899,Female,0,Yes,43,Month-to-month,DSL,No,No,Yes,Bank transfer,120.0,4874.23,Yes
CUST02900,Male,0,No,17,Month-to-month,No,Yes,Yes,No,Electronic check,74.36,1205.38,Yes
CUST02901,Male,0,Yes,4,One year,DSL,No,Yes,No,Electronic check,74.2,295.76,No
CUST02902,Male,0,Yes,6,Month-to-month,DSL,No,No,No,Bank transfer,73.99,436.69,Yes
CUST02903,Male,0,Yes,32,Month-to-month,No,No internet service,Yes,Yes,Electronic check,75.38,2361.46,Yes
CUST02904,Female,0,No,0,Month-to-month,No,No internet service,No,Yes,Mailed check,18.0,0.0,No
CUST02905,Male,0,No,72,Month-to-month,Fiber optic,No,No internet service,Yes,Electronic check,59.01,3833.52,No
CUST02906,Male,0,Yes,2,Two year,Fiber optic,Yes,Yes,No,Mailed check,64.05,116.9,No
CUST02907,Female,0,Yes,31,Month-to-month,No,No,No,No,Bank transfer,97.04,2930.11,No
CUST02908,Male,0,No,10,Month-to-month,Fiber optic,No,No,Yes,Mailed check,66.19,622.9,No
CUST02909,Female,0,Yes,13,Month-to-month,No,No,Yes,Yes,Electronic check,23.84,282.57,No
CUST02910,Male,0,No,42,Month-to-month,Fiber optic,Yes,No internet service,No,Electronic check,75.75,3098.47,No
CUST02911,Female,0,No,10,Month-to-month,No,No,No internet service,Yes,Mailed check,44.9,412.84,No
CUST02912,Female,0,Yes,15,One year,No,No,Yes,Yes,Electronic check,34.58,497.38,Yes
CUST02913,Male,0,Yes,1,Two year,DSL,No,Yes,Yes,Bank transfer,44.15,43.01,No
CUST02914,Female,1,No,0,Month-to-month,No,Yes,No internet service,Yes,Bank transfer,78.56,0.0,Yes
CUST02915,Female,0,No,5,One year,Fiber optic,No,No internet service,Yes,Electronic check,96.47,482.04,Yes
CUST02916,Female,0,No,22,One year,Fiber optic,No,No,Yes,Mailed check,77.07,1599.6,No
CUST02917,Female,0,Yes,2,Two year,Fiber optic,No,Yes,No,Mailed check,80.8,150.48,No
CUST02918,Female,0,No,2,Month-to-month,DSL,No,No,No,Electronic check,76.83,141.39,No
CUST02919,Male,0,Yes,10,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,67.53,641.79,No
CUST02920,Male,0,Yes,20,Month-to-month,No,No internet service,No internet service,Yes,Electronic check,82.42,1624.08,Yes
CUST02921,Male,0,No,24,One year,DSL,Yes,No,Yes,Mailed check,18.0,429.71,No
CUST02922,Male,0,No,3,Two year,Fiber optic,Yes,No,Yes,Credit card,67.78,202.77,No
CUST02923,Female,0,Yes,1,Month-to-month,No,No,Yes,No,Electronic check,38.88,37.06,No
CUST02924,Male,0,No,56,Month-to-month,Fiber optic,No internet service,No,Yes,Bank transfer,94.07,5059.97,Yes
CUST02925,Male,1,No,6,Two year,Fiber optic,No,Yes,Yes,Mailed check,61.32,352.52,No
CUST02926,Male,0,Yes,38,Two year,Fiber optic,No,Yes,No,Electronic check,65.77,2365.79,No
CUST02927,Male,0,No,39,Two year,Fiber optic,Yes,No,No,Bank transfer,27.37,976.94,No
CUST02928,Female,0,No,29,One year,Fiber optic,No,No,Yes,Bank transfer,90.42,2377.13,No
CUST02929,Female,0,No,3,Month-to-month,No,No,No,Yes,Mailed check,80.68,228.4,Yes
CUST02930,Male,0,No,34,One year,Fiber optic,No,No internet service,Yes,Bank transfer,78.92,2464.91,No
CUST02931,Male,0,Yes,29,One year,No,No,No,Yes,Credit card,44.67,1280.75,Yes
CUST02932,Female,0,No,18,Month-to-month,Fiber optic,No,No,Yes,Credit card,45.66,802.29,Yes
CUST02933,Male,0,Yes,8,Month-to-month,DSL,Yes,No,No,Bank transfer,70.59,543.17,Yes
CUST02934,Male,0,Yes,6,One year,Fiber optic,Yes,No,Yes,Credit card,47.64,258.61,Yes
CUST02935,Male,0,No,2,Month-to-month,Fiber optic,No,No,No,Electronic check,75.87,146.01,Yes
CUST02936,Male,0,No,14,One year,Fiber optic,No,No,No,Mailed check,18.0,242.45,No
CUST02937,Male,0,Yes,17,One year,DSL,No,No internet service,Yes,Electronic check,52.81,847.42,No
CUST02938,Male,0,Yes,8,Two year,DSL,No,No,Yes,Electronic check,109.92,849.26,No
CUST02939,Female,0,No,12,Month-to-month,DSL,Yes,Yes,No,Mailed check,75.99,898.92,No
CUST02940,Female,1,Yes,9,Month-to-month,DSL,No,Yes,Yes,Bank transfer,69.17,607.46,No
CUST02941,Female,0,Yes,20,One year,Fiber optic,No internet service,No,Yes,Mailed check,114.63,2171.88,No
CUST02942,Male,0,Yes,46,Month-to-month,DSL,No,No,Yes,Bank transfer,18.0,766.92,Yes
CUST02943,Female,0,No,3,One year,Fiber optic,No,No,No,Mailed check,44.62,126.87,No
CUST02944,Male,0,Yes,9,One year,DSL,No,Yes,Yes,Mailed check,54.97,492.06,No
CUST02945,Female,0,No,3,Month-to-month,DSL,No,No internet service,Yes,Electronic check,86.46,254.71,Yes
CUST02946,Female,0,No,19,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,86.89,1490.28,Yes
CUST02947,Female,0,No,26,Month-to-month,DSL,Yes,No,No,Electronic check,43.35,1102.64,Yes
CUST02948,Female,0,Yes,53,Month-to-month,No,Yes,Yes,No,Bank transfer,89.95,4371.93,No
CUST02949,Female,0,Yes,6,Two year,DSL,No,No,No,Electronic check,54.92,315.39,No
CUST02950,Male,0,Yes,59,Two year,Fiber optic,Yes,No,Yes,Electronic check,95.29,5513.33,No
CUST02951,Female,0,Yes,1,One year,No,No internet service,No,No,Bank transfer,39.18,37.46,No
CUST02952,Male,0,No,18,One year,Fiber optic,No internet service,No,Yes,Mailed check,61.92,1048.12,No
CUST02953,Male,0,Yes,1,Month-to-month,DSL,No,No,No,Mailed check,52.75,49.17,Yes
CUST02954,Female,0,No,44,Two year,Fiber optic,No,No,Yes,Electronic check,91.4,3742.14,Yes
CUST02955,Male,1,No,15,One year,Fiber optic,Yes,No,No,Mailed check,51.93,766.29,No
CUST02956,Male,0,Yes,22,One year,No,No,No internet service,No,Credit card,63.94,1382.07,No
CUST02957,Female,0,Yes,35,Two year,No,No internet service,No internet service,Yes,Credit card,77.67,2670.44,No
CUST02958,Male,0,No,3,Month-to-month,DSL,Yes,No,No,Bank transfer,78.63,218.97,Yes
CUST02959,Female,0,No,0,Two year,No,No,Yes,No,Electronic check,87.17,0.0,No
CUST02960,Female,1,No,42,Month-to-month,DSL,Yes,No internet service,Yes,Bank transfer,70.28,2667.4,No
CUST02961,Female,0,Yes,7,Month-to-month,DSL,No,No internet service,Yes,Electronic check,54.54,351.48,No
CUST02962,Female,0,No,2,Month-to-month,No,Yes,No,No,Electronic check,56.26,107.06,Yes
CUST02963,Female,0,Yes,12,Two year,DSL,No,No,No,Electronic check,65.64,740.95,No
CUST02964,Male,0,Yes,18,Two year,DSL,No,Yes,Yes,Credit card,71.24,1168.44,No
CUST02965,Female,0,Yes,0,One year,DSL,Yes,No,Yes,Bank transfer,61.32,0.0,No
CUST02966,Female,0,Yes,6,One year,Fiber optic,No,No internet service,No,Bank transfer,65.48,377.6,No
CUST02967,Male,0,No,0,One year,Fiber optic,Yes,No,Yes,Bank transfer,27.07,0.0,No
CUST02968,Male,0,Yes,10,Two year,Fiber optic,Yes,No,Yes,Electronic check,81.68,736.42,No
CUST02969,Male,0,No,45,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,69.53,2950.79,No
CUST02970,Female,1,No,72,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,90.05,6034.14,No
CUST02971,Female,0,No,20,Month-to-month,No,No internet service,No,No,Bank transfer,65.0,1244.96,No
CUST02972,Female,0,Yes,3,One year,No,Yes,Yes,Yes,Credit card,21.54,64.17,Yes
CUST02973,Male,1,No,47,One year,DSL,Yes,No,Yes,Electronic check,56.04,2451.58,Yes
CUST02974,Female,0,Yes,14,Month-to-month,No,No internet service,No,Yes,Bank transfer,60.0,839.76,No
CUST02975,Male,0,No,3,Month-to-month,Fiber optic,No,No,Yes,Mailed check,83.57,227.8,Yes
CUST02976,Male,0,No,50,Two year,DSL,Yes,Yes,No,Bank transfer,18.0,817.95,No
CUST02977,Female,0,Yes,28,Month-to-month,DSL,No,No internet service,Yes,Mailed check,66.03,1795.77,No
CUST02978,Female,0,Yes,26,One year,DSL,No internet service,Yes,No,Credit card,77.84,1972.97,No
CUST02979,Male,0,No,24,Two year,Fiber optic,Yes,No,No,Electronic check,48.46,1095.92,No
CUST02980,Female,0,No,4,Month-to-month,DSL,Yes,No,Yes,Bank transfer,66.87,248.38,No
CUST02981,Female,0,Yes,4,Month-to-month,Fiber optic,Yes,No internet service,No,Bank transfer,49.32,193.22,No
CUST02982,Male,0,No,23,One year,DSL,No,No internet service,Yes,Electronic check,46.76,1070.77,No
CUST02983,Male,0,Yes,4,Two year,No,Yes,No,No,Electronic check,54.79,218.94,No
CUST02984,Female,0,No,11,Month-to-month,DSL,No internet service,No,Yes,Credit card,47.23,500.54,No
CUST02985,Female,0,Yes,30,Two year,No,No,No internet service,Yes,Electronic check,82.09,2398.7,No
CUST02986,Male,0,No,30,Month-to-month,No,No,No,No,Electronic check,46.63,1374.03,No
CUST02987,Female,1,No,12,Month-to-month,DSL,Yes,No,Yes,Credit card,42.43,498.92,No
CUST02988,Male,0,No,31,One year,Fiber optic,No internet service,No,Yes,Bank transfer,109.2,3382.96,No
CUST02989,Male,0,No,36,Two year,DSL,No,No,Yes,Electronic check,89.02,3143.97,No
CUST02990,Female,0,Yes,21,Month-to-month,No,No,No,Yes,Bank transfer,18.46,374.58,No
CUST02991,Female,0,Yes,5,Two year,Fiber optic,No internet service,No,Yes,Mailed check,45.88,215.09,No
CUST02992,Male,0,Yes,6,One year,DSL,No internet service,No,Yes,Credit card,71.06,409.22,No
CUST02993,Female,0,Yes,7,Month-to-month,DSL,No,No internet service,No,Bank transfer,73.09,505.51,No
CUST02994,Male,0,Yes,2,Month-to-month,Fiber optic,No,No,Yes,Credit card,27.74,51.63,Yes
CUST02995,Male,1,No,6,Two year,No,Yes,Yes,Yes,Electronic check,93.96,509.11,No
CUST02996,Male,0,No,4,Month-to-month,Fiber optic,No internet service,No,No,Bank transfer,85.63,319.47,Yes
CUST02997,Female,0,Yes,12,Month-to-month,No,No internet service,No,No,Electronic check,77.05,920.92,No
CUST02998,Male,0,Yes,47,Month-to-month,Fiber optic,No,No internet service,Yes,Electronic check,98.92,4553.5,No
CUST02999,Female,0,Yes,2,Two year,DSL,No,No,No,Bank transfer,76.31,140.21,No
CUST03000,Male,0,No,25,One year,No,No,No internet service,Yes,Electronic check,76.21,1717.01,No
CUST03001,Male,0,No,23,One year,DSL,Yes,No internet service,No,Bank transfer,103.94,2311.52,No
CUST03002,Male,1,Yes,2,Month-to-month,No,No,No internet service,Yes,Credit card,92.53,177.27,Yes
CUST03003,Female,0,No,51,One year,Fiber optic,Yes,Yes,Yes,Mailed check,43.96,2036.37,No
CUST03004,Female,0,Yes,16,One year,DSL,No,No,Yes,Electronic check,80.83,1288.88,No
CUST03005,Female,0,Yes,9,Two year,Fiber optic,Yes,No,No,Bank transfer,48.39,418.86,Yes
CUST03006,Female,0,Yes,28,Two year,No,No,No,Yes,Credit card,77.6,2097.08,Yes
CUST03007,Female,0,No,5,Month-to-month,No,No,No,No,Bank transfer,76.92,378.97,No
CUST03008,Female,0,Yes,23,One year,DSL,Yes,No,No,Bank transfer,30.41,653.06,No
CUST03009,Female,0,Yes,0,Month-to-month,DSL,Yes,No,No,Electronic check,61.95,0.0,Yes
CUST03010,Female,0,Yes,36,Month-to-month,Fiber optic,No,No,Yes,Electronic check,71.63,2469.39,Yes
